tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,root_id
575406,255390,True,Sun Dec 03 07:30:52 +0000 2017,Fraud @AmazonHelp never ever buy from https://t.co/eofEGP7HTP to deliver over dead. They will not deliver the package. They will not handle custom as they promise. They get your product lost. They will promise you to waive delivery if you buy again. They will cancel their promise,575404,,575406.0
988108,354115,True,Sat Oct 14 11:27:26 +0000 2017,@AmazonHelp  https://t.co/j8U1dWmwj0,,988106.0,988110.0
1832110,264909,True,Wed Nov 08 05:03:47 +0000 2017,"@AmazonHelp I reported the same issue almost 10 days back also... No response at all..
I think now I should consider this a bad debt. Was Not expected.","1832112,1832113",1832109.0,1832111.0
2734235,766350,True,Mon Nov 20 19:04:47 +0000 2017,"After spending $1000's of dollars with @115821, I'm done. Don't blow me off and expect me to be ok.",2734231,,2734235.0
1654680,505007,True,Mon Nov 06 02:18:40 +0000 2017,あまぞんプライムさんがポカリとかアイスとか届けてくれたよありがとうあまぞんプライムさん……都会に暮らしていて良かった………,1654679,,1654680.0
673218,280579,True,Thu Nov 23 08:59:40 +0000 2017,@AmazonHelp Even this link doesn't open...,673217,673219.0,673223.0
1089824,384699,True,Tue Oct 24 06:52:37 +0000 2017,@377115 @53379 @115850 @115821 Same thing has hapen to me I have ordered addidas shoes from my hard earned money and and Amazon is clueless about its whereabouts.,1122274,1089822.0,1089822.0
2419217,695033,True,Tue Nov 14 17:35:32 +0000 2017,"@115821, your customer service is failing. I just wasted an hour trying to order this. And when it goes to check out, it decides to add on $ https://t.co/IaQAGVQA2w",2419215,,2419217.0
1714847,519358,True,Tue Nov 07 02:06:05 +0000 2017,Starting to get REALLY irritated with the shipping of my Amazon package. So freaking late. Annoying.,1714846,,1714847.0
2363228,682325,True,Mon Nov 13 21:47:20 +0000 2017,@AmazonHelp At checkout it said it would be delivered Saturday. No order confirmation has been received by email. Shipping date was changed to Sunday on Saturday and now we're told tomorrow by customer service.,,2363227.0,2363230.0
2184554,495238,True,Thu Nov 09 16:54:04 +0000 2017,"@AmazonHelp M unable to contact them, please provide a valid nd working link.",2184552,2184555.0,1614523.0
2306102,658826,True,Mon Nov 13 03:31:04 +0000 2017,"@669036 @AmazonHelp You are not alone, two of mine have been “lost” by AMZL US in the last two days..",,2306100.0,2306096.0
1290967,421899,True,Thu Oct 26 20:48:12 +0000 2017,"@AmazonHelp Dans un souci d'efficacité le voici : C10043216793 
😊 Merci d'avance de ce que vous pourrez faire","1290968,1290969,1290970",1290966.0,1290976.0
1975831,585115,True,Thu Nov 30 20:22:36 +0000 2017,@115821 can I stop amazon prime trial,1975830,,1975831.0
1763844,530640,True,Tue Nov 07 21:19:21 +0000 2017,@AmazonHelp It’s timing out once submitted. And doesn’t connect the two. I’ve called and chatted. No one can help. It’s not HiltonHonors.,1763846,1763843.0,1763845.0
23993,121158,True,Wed Nov 01 08:26:45 +0000 2017,@118919 I got a DEAD PHONE from Amazon.I ordered Iphone 7 32 gb rose gold from GREEN MOBILES.CAN SOMEONE FROM AMAZON REPLY ME ON THIS https://t.co/uaBcViNPQq,23992,,23993.0
215738,167296,True,Wed Nov 22 00:47:28 +0000 2017,"@115821
Ordered Pokemon Ultra Sun, and is meant to be delivered by Nov. 22, 8pm, it's Nov. 22, 6:45 pm-according to the shipment updates it is ""not out for delivery"", should I be worried?",215737,,215738.0
2766256,200857,True,Thu Nov 16 20:01:11 +0000 2017,@132994 What do I gotta do for a *free* upgrade? 🕺,2766255,2766257.0,2766258.0
744102,297351,True,Thu Oct 12 16:27:31 +0000 2017,@AmazonHelp @115850 pls stop bullshiting.. Your own reply says I have written to ur supper staff.. See the screenshot https://t.co/4Aytogwj3v,744103,744101.0,744097.0
603141,263270,True,Sun Dec 03 22:30:42 +0000 2017,Guess @115821 doesn't care if our packages get stolen. What kind of delivery is this the front door is so close. https://t.co/8JlxjFqF17,603140,,603141.0
2364635,682696,True,Mon Nov 13 22:20:27 +0000 2017,"@115821 , I think you all need to revisit your @92507 ,my package arrived 5 days late and too add insult to injury, the carriers dog chewed my package,  what if it was food??? You might wanna revisit your logistics https://t.co/FlNiNHF1ip",2364634,,2364635.0
436260,218623,True,Tue Oct 10 16:49:22 +0000 2017,Hi @AmazonHelp! It would be great if you can provide bookmarks with orders(books) from @115850 ... 😊📓📓,"436259,436261",,436260.0
1565236,483228,True,Tue Oct 17 05:08:53 +0000 2017,I'm certain my Alexa is possessed. She randomly started playing religious radio and connects to random iPhones 😳😱@5503 @115833,1565235,,1565236.0
1199470,401819,True,Wed Oct 25 04:08:59 +0000 2017,ぎえぇぇ、Amazonを騙る詐欺メール来た,1199469,,1199470.0
1097329,378941,True,Sun Oct 15 06:55:47 +0000 2017,@AmazonHelp Thank you. Will reach out and provide you all proof against @155865,1097331,1097328.0,1097330.0
508062,236656,True,Fri Dec 01 22:08:45 +0000 2017,@AmazonHelp Tracking ID Q27028862833,508064,508061.0,508063.0
936685,342052,True,Sat Oct 21 18:14:03 +0000 2017,"@AmazonHelp Ayer hablé con atención al cliente, y me dijeron que hiciera un nuevo envío, hecho está, que llegue a tiempo ya es otra cosa.",,936684.0,936698.0
1570800,484383,True,Tue Oct 17 11:48:44 +0000 2017,@AmazonHelp I got a call from ur team clarifying the situation. Thanks.,1570801,1570799.0,1570798.0
278884,182508,True,Fri Oct 06 08:55:02 +0000 2017,@AmazonHelp Merci.Mais franchement pourquoi me fatiguer à écrire quoi que ce soit ? Vous continuerez d'employer les mêmes incapables - voire voleurs...,,278883.0,278886.0
1206134,403253,True,Wed Oct 25 09:08:11 +0000 2017,@115821 I am appalled at your prime membership. 2 items undelivered and only solution is to extend my membership. 30 mins of my time wasted.,1206130,,1206134.0
1614106,495130,True,Tue Oct 24 17:18:57 +0000 2017,@AmazonHelp today he called me 'Elena'. Your employees must be being paid very well...too well possibly...🤔,,1614105.0,1614107.0
1392924,443966,True,Sat Oct 28 12:59:16 +0000 2017,"@443965 @AmazonHelp I have a google home too, thankfully although it’s not officially support google had the good grace to put their app on the Irish store",,1392922.0,1392921.0
2835712,789306,True,Mon Nov 27 14:43:07 +0000 2017,"@789305 @115830 FFP = Free from Frustration Package = a cheaper box, same objects",2835710,2835713.0,2835713.0
2645180,746310,True,Tue Oct 31 06:55:20 +0000 2017,@AmazonHelp Mi hanno cancellato l’ordine...,2645182,2645179.0,2645181.0
382738,206717,True,Mon Oct 23 19:11:50 +0000 2017,@AmazonHelp Did that yesterday...,382739,382737.0,382736.0
2786326,777910,True,Tue Nov 21 17:38:31 +0000 2017,@777911 No and the fucks said that I might not get it until tomorrow because it was a late delivery. Like it isn't my fault the driver couldn't get here when they were supposed to.,2786325,2786327.0,2786328.0
1014692,360100,True,Sun Oct 22 20:14:56 +0000 2017,@AmazonHelp I'm a paper romantic,,1014691.0,1014693.0
779963,306231,True,Thu Oct 12 10:15:40 +0000 2017,@AmazonHelp .in,779964,779962.0,779967.0
2746012,769002,True,Mon Nov 20 22:09:14 +0000 2017,@119356 can you please check with TCL @41205 @127748  if they provide support for people who purchase tv from Amazon India. Complaint number 5355501 not resolved even after 50 + days #notclsupport,2746011,,2746012.0
651445,274939,True,Tue Oct 31 12:26:29 +0000 2017,"@116928 hola no encuentro facilmente el telefono al cual llamarles necesito ponerme en contacto con vosotros,me dais el numero x esta via",651443,,651445.0
2742957,768314,True,Mon Nov 20 13:29:17 +0000 2017,"@116875 hola. Se supone que iba a recibir un paquete ayer, pasó todo el día y nada. En la página sigue diciendo ""en camino"" pero con fecha de ayer... Cabe destacar que estoy usando Amazon Prime",2742956,,2742957.0
2550251,164805,True,Tue Oct 31 15:30:05 +0000 2017,@AmazonHelp It arrived! 😀👷‍♂️,2550252,2550250.0,2550248.0
2910388,419182,True,Tue Nov 28 21:17:09 +0000 2017,Hi @AmazonHelp I just accidentally deleted a book I was reading on my kindle...how can I get it back without paying for it again 🙈,2910387,,2910388.0
2766934,773754,True,Tue Nov 21 10:53:33 +0000 2017,"@AmazonHelp Order status is ""Refund issued"". Not contacted as yet (other than on here!).",2766936,2766933.0,2766935.0
456510,223408,True,Fri Dec 01 00:19:22 +0000 2017,"Hey @AmazonHelp If a huuuuuuge distributor of @2340 rather @134236 who is an authorized dealer on @115821 sends me fake, used goods should I ruin their entire racket or would y’all like to facilitate? how should we do this","456507,456517,456518",,456510.0
2004056,592613,True,Sat Nov 25 15:55:40 +0000 2017,"@AmazonHelp Thanks, I have sticked to the prime delivery to have a guaranteed date",,2004055.0,2004057.0
1631313,136734,True,Sun Nov 05 19:51:46 +0000 2017,Well done @115830 for leaving my package in full view for everyone to see!! Luckily that I seem to live around honest people!! https://t.co/YPBIEITPih,1631311,,1631313.0
2144454,630482,True,Thu Nov 09 00:45:19 +0000 2017,"@630481 @AmazonHelp I was only asking because I had the same problem, I have cctv of no attempted delivery. Yet notification and email of failed attempted delivery. Wondered if it was the same item.",2144455,2144453.0,2144448.0
167990,155080,True,Fri Nov 24 21:00:14 +0000 2017,@AmazonHelp Si si. Eso ya está hecho. Pero tampoco ofrecéis ni la resolución del problema. Con UPS esto no pasaba.,,167989.0,167991.0
2367894,683408,True,Mon Nov 13 23:35:15 +0000 2017,after a week of waiting on a auxiliary cord I ordered from amazon it finally came today &amp;&amp; the piece of shit doesn’t even work🖕🏾,2367893,,2367894.0
1223199,130878,True,Sat Nov 04 17:12:11 +0000 2017,@407008 @AmazonHelp  https://t.co/9kYT6rk2wr,,1223194.0,1223263.0
163632,153850,True,Fri Nov 24 19:20:18 +0000 2017,"@117086 meu pedido chegou e eu estou extremamente feliz, amo vocês",163630,,163632.0
2647225,746873,True,Fri Nov 17 23:02:43 +0000 2017,@AmazonHelp I'll check it out. Thank you :),,2647224.0,2647228.0
134826,146393,True,Fri Nov 24 08:53:46 +0000 2017,@AmazonHelp I ordered a deal on my app with a $50 gift card as a promo. It's only shipping a $25 gift card. She told me I ordered the wrong thing which doesn't even make sense.,134825,134827.0,134828.0
2536448,721556,True,Thu Nov 16 11:43:25 +0000 2017,@AmazonHelp Ok thanks will keep a look out and get back to you if it isn't dispatched by the weekend!,,2536447.0,2536446.0
239476,172900,True,Sat Nov 25 02:34:59 +0000 2017,"@AmazonHelp 不安がなくなるのでありがたかったです
こちらこそ今後ともよろしくお願いいたします。",,239475.0,239479.0
2073890,613384,True,Fri Nov 10 04:13:22 +0000 2017,@AmazonHelp I have. Team at #amazon refused flat out to help.,2073891,2073888.0,2073885.0
2708449,760577,True,Mon Nov 20 00:49:39 +0000 2017,"@AmazonHelp Sure does, straight to https://t.co/7cf7N9BFu8 and asks me to start a 3 month trial",2708452,2708448.0,2708451.0
2759019,283011,True,Tue Nov 21 07:20:48 +0000 2017,@AmazonHelp What is replacement policy,2759020,2759018.0,2759014.0
710025,289778,True,Tue Oct 10 21:06:25 +0000 2017,"@AmazonHelp Oh I've gone over those steps several times, I keep getting the same error msg in the end :-/",710027,710024.0,710032.0
2930626,810671,True,Wed Nov 29 07:35:02 +0000 2017,"@AmazonHelp To Amazon customer service, by using the form in Your website..","2930625,2930627",2930628.0,2930630.0
1506285,150754,True,Mon Nov 20 06:06:14 +0000 2017,"I have not received refund for reference number: 172880196619, Please credit ASAP @119862 cc: @115850",1506284,,1506285.0
1229684,408409,True,Thu Oct 26 20:40:21 +0000 2017,@AmazonHelp Just reinstalled from scratch and text is still screwed up.  I’ve seen others complaining about this in apple appstore reviews.,,1229682.0,1159333.0
