tweet_id,root_id,split,weak_label,created_at
1737,1736.0,TRAIN,nan,Tue Oct 31 22:47:00 +0000 2017
1738,1736.0,TRAIN,OTHER,Tue Oct 31 22:47:44 +0000 2017
1736,1736.0,TRAIN,RefundsAndReturns,Tue Oct 31 22:21:42 +0000 2017
1739,1741.0,TRAIN,nan,Tue Oct 31 22:34:00 +0000 2017
1740,1741.0,TRAIN,OTHER,Sat Nov 04 00:53:12 +0000 2017
1742,1741.0,TRAIN,nan,Sat Nov 04 01:48:57 +0000 2017
1741,1741.0,TRAIN,DigitalServices,Tue Oct 31 22:20:43 +0000 2017
1743,1745.0,TRAIN,nan,Tue Oct 31 22:32:29 +0000 2017
1744,1745.0,TRAIN,OTHER,Tue Oct 31 22:50:15 +0000 2017
1746,1745.0,TRAIN,nan,Tue Oct 31 22:56:37 +0000 2017
1745,1745.0,TRAIN,AMBIGUOUS,Tue Oct 31 22:30:23 +0000 2017
1747,1748.0,TRAIN,nan,Tue Oct 31 22:32:27 +0000 2017
1748,1748.0,TRAIN,DeliveryStatus,Tue Oct 31 22:07:19 +0000 2017
1749,1748.0,TRAIN,nan,Tue Oct 31 22:31:00 +0000 2017
1750,1753.0,TRAIN,nan,Tue Oct 31 22:29:27 +0000 2017
1751,1753.0,TRAIN,OTHER,Tue Oct 31 22:45:50 +0000 2017
1752,1753.0,TRAIN,OTHER,Tue Oct 31 22:06:28 +0000 2017
1753,1753.0,TRAIN,OTHER,Sun Oct 29 18:00:47 +0000 2017
2550,2553.0,TRAIN,nan,Tue Oct 31 22:58:27 +0000 2017
2551,2553.0,TRAIN,OTHER,Tue Oct 31 22:47:18 +0000 2017
2552,2553.0,TRAIN,nan,Tue Oct 31 17:16:26 +0000 2017
2553,2553.0,TRAIN,OTHER,Tue Oct 31 17:07:01 +0000 2017
2554,2559.0,TRAIN,nan,Tue Oct 31 22:58:27 +0000 2017
2555,2559.0,TRAIN,OTHER,Wed Nov 01 01:55:49 +0000 2017
2557,2559.0,TRAIN,nan,Wed Nov 01 02:15:00 +0000 2017
2556,2559.0,TRAIN,OTHER,Tue Oct 31 22:51:14 +0000 2017
2558,2559.0,TRAIN,nan,Tue Oct 31 22:49:00 +0000 2017
2559,2559.0,TRAIN,OTHER,Tue Oct 31 22:18:10 +0000 2017
2560,2561.0,TRAIN,nan,Tue Oct 31 22:57:00 +0000 2017
2561,2561.0,TRAIN,OTHER,Tue Oct 31 21:26:14 +0000 2017
2564,2565.0,TRAIN,nan,Tue Oct 31 22:54:27 +0000 2017
2565,2565.0,TRAIN,DeliveryStatus,Tue Oct 31 22:36:21 +0000 2017
2569,2577.0,TRAIN,nan,Tue Oct 31 22:50:35 +0000 2017
2570,2577.0,TRAIN,RefundsAndReturns,Tue Oct 31 22:16:47 +0000 2017
2571,2577.0,TRAIN,nan,Tue Oct 31 22:13:52 +0000 2017
2572,2577.0,TRAIN,RefundsAndReturns,Tue Oct 31 22:00:12 +0000 2017
2573,2577.0,TRAIN,nan,Tue Oct 31 21:58:00 +0000 2017
2574,2577.0,TRAIN,OTHER,Tue Oct 31 21:43:12 +0000 2017
2575,2577.0,TRAIN,nan,Tue Oct 31 21:39:30 +0000 2017
2577,2577.0,TRAIN,RefundsAndReturns,Tue Oct 31 21:17:08 +0000 2017
2578,2580.0,TRAIN,nan,Tue Oct 31 22:49:00 +0000 2017
2579,2580.0,TRAIN,OTHER,Tue Oct 31 22:50:15 +0000 2017
2581,2580.0,TRAIN,AMBIGUOUS,Tue Oct 31 22:50:46 +0000 2017
2582,2580.0,TRAIN,nan,Wed Nov 01 21:42:28 +0000 2017
2580,2580.0,TRAIN,OTHER,Tue Oct 31 22:46:16 +0000 2017
2587,2602.0,TRAIN,nan,Tue Oct 31 22:45:00 +0000 2017
2588,2602.0,TRAIN,OTHER,Wed Nov 01 00:06:03 +0000 2017
2589,2602.0,TRAIN,CustomerServiceEscalation,Tue Oct 31 22:53:59 +0000 2017
2590,2602.0,TRAIN,CustomerServiceEscalation,Wed Nov 01 00:03:54 +0000 2017
2591,2602.0,TRAIN,CourierFeedback,Tue Oct 31 22:24:18 +0000 2017
2592,2602.0,TRAIN,nan,Tue Oct 31 20:35:32 +0000 2017
2594,2602.0,TRAIN,OTHER,Tue Oct 31 20:18:44 +0000 2017
2595,2602.0,TRAIN,nan,Tue Oct 31 20:04:28 +0000 2017
2598,2602.0,TRAIN,OTHER,Tue Oct 31 19:52:08 +0000 2017
2599,2602.0,TRAIN,nan,Tue Oct 31 19:23:37 +0000 2017
2602,2602.0,TRAIN,CourierFeedback,Tue Oct 31 19:21:37 +0000 2017
3654,3655.0,TRAIN,nan,Wed Nov 22 10:13:29 +0000 2017
3655,3655.0,TRAIN,OTHER,Wed Nov 22 10:02:47 +0000 2017
3727,3729.0,TRAIN,nan,Tue Oct 31 23:11:29 +0000 2017
3728,3729.0,TRAIN,OTHER,Tue Oct 31 23:12:06 +0000 2017
3730,3729.0,TRAIN,nan,Tue Oct 31 23:15:34 +0000 2017
3729,3729.0,TRAIN,AMBIGUOUS,Tue Oct 31 22:34:33 +0000 2017
3739,3740.0,TRAIN,nan,Tue Oct 31 23:04:57 +0000 2017
3740,3740.0,TRAIN,OTHER,Tue Oct 31 22:49:24 +0000 2017
3741,3742.0,TRAIN,nan,Tue Oct 31 23:01:36 +0000 2017
3742,3742.0,TRAIN,OTHER,Tue Oct 31 22:59:06 +0000 2017
3743,3746.0,TRAIN,nan,Tue Oct 31 23:01:36 +0000 2017
3744,3746.0,TRAIN,OTHER,Tue Oct 31 22:42:37 +0000 2017
3745,3746.0,TRAIN,nan,Tue Oct 31 22:36:29 +0000 2017
4787,4788.0,TRAIN,nan,Tue Oct 31 23:25:39 +0000 2017
4788,4788.0,TRAIN,DamagedOrDefective,Tue Oct 31 23:18:00 +0000 2017
4830,4831.0,TRAIN,nan,Tue Oct 31 23:21:32 +0000 2017
4831,4831.0,TRAIN,OTHER,Tue Oct 31 22:42:55 +0000 2017
4836,4840.0,TRAIN,nan,Wed Nov 22 10:38:51 +0000 2017
4837,4840.0,TRAIN,OTHER,Wed Nov 22 11:59:26 +0000 2017
4839,4840.0,TRAIN,nan,Wed Nov 22 12:08:55 +0000 2017
4838,4840.0,TRAIN,OTHER,Wed Nov 22 10:30:10 +0000 2017
4840,4840.0,TRAIN,OTHER,Tue Nov 21 06:42:55 +0000 2017
4846,4859.0,TRAIN,nan,Tue Oct 31 23:20:32 +0000 2017
4847,4859.0,TRAIN,CustomerServiceEscalation,Wed Nov 01 02:12:48 +0000 2017
4848,4859.0,TRAIN,CustomerServiceEscalation,Wed Nov 01 02:14:56 +0000 2017
4849,4859.0,TRAIN,OTHER,Thu Nov 02 15:04:55 +0000 2017
4851,4859.0,TRAIN,nan,Thu Nov 02 15:12:37 +0000 2017
4850,4859.0,TRAIN,OTHER,Tue Oct 31 23:12:08 +0000 2017
4852,4859.0,TRAIN,nan,Tue Oct 31 18:05:02 +0000 2017
4853,4859.0,TRAIN,OTHER,Tue Oct 31 17:55:09 +0000 2017
4854,4859.0,TRAIN,nan,Tue Oct 31 14:13:27 +0000 2017
4855,4859.0,TRAIN,CustomerServiceEscalation,Tue Oct 31 13:47:53 +0000 2017
4856,4859.0,TRAIN,nan,Tue Oct 31 02:36:31 +0000 2017
4857,4859.0,TRAIN,OTHER,Tue Oct 31 02:03:11 +0000 2017
4858,4859.0,TRAIN,nan,Tue Oct 31 00:47:34 +0000 2017
4859,4859.0,TRAIN,OTHER,Mon Oct 30 23:53:59 +0000 2017
4860,4861.0,TRAIN,nan,Tue Oct 31 23:17:37 +0000 2017
4861,4861.0,TRAIN,OTHER,Tue Oct 31 23:11:36 +0000 2017
4867,4868.0,TRAIN,nan,Tue Oct 31 23:16:00 +0000 2017
4868,4868.0,TRAIN,DeliveryStatus,Tue Oct 31 23:05:09 +0000 2017
4953,4954.0,TRAIN,nan,Sun Nov 26 00:28:50 +0000 2017
4954,4954.0,TRAIN,CourierFeedback,Sun Nov 26 00:17:44 +0000 2017
4955,4957.0,TRAIN,nan,Sun Nov 26 00:27:57 +0000 2017
4956,4957.0,TRAIN,CustomerServiceEscalation,Sun Nov 26 00:54:28 +0000 2017
4958,4957.0,TRAIN,nan,Sun Nov 26 01:06:26 +0000 2017
4957,4957.0,TRAIN,DeliveryStatus,Sun Nov 26 00:20:16 +0000 2017
5116,5119.0,TRAIN,nan,Sun Nov 26 00:27:27 +0000 2017
5117,5119.0,TRAIN,AMBIGUOUS,Sun Nov 26 00:21:42 +0000 2017
5118,5119.0,TRAIN,nan,Sun Nov 26 00:17:29 +0000 2017
5119,5119.0,TRAIN,DamagedOrDefective,Sun Nov 26 00:14:48 +0000 2017
5120,5125.0,TRAIN,nan,Sun Nov 26 00:27:00 +0000 2017
5121,5125.0,TRAIN,CustomerServiceEscalation,Sun Nov 26 00:20:55 +0000 2017
5123,5125.0,TRAIN,nan,Sun Nov 26 00:16:00 +0000 2017
5124,5125.0,TRAIN,DamagedOrDefective,Sat Nov 25 23:50:03 +0000 2017
5125,5125.0,TRAIN,OTHER,Sat Nov 25 21:38:48 +0000 2017
5126,5131.0,TRAIN,nan,Sun Nov 26 00:24:37 +0000 2017
5127,5131.0,TRAIN,AMBIGUOUS,Wed Nov 29 05:56:23 +0000 2017
5129,5131.0,TRAIN,nan,Wed Nov 29 06:03:00 +0000 2017
5128,5131.0,TRAIN,AMBIGUOUS,Sun Nov 26 00:17:31 +0000 2017
5130,5131.0,TRAIN,nan,Sun Nov 26 00:09:00 +0000 2017
5131,5131.0,TRAIN,CourierFeedback,Sat Nov 25 22:53:46 +0000 2017
5132,5134.0,TRAIN,nan,Sun Nov 26 00:23:27 +0000 2017
5133,5134.0,TRAIN,CustomerServiceEscalation,Sun Nov 26 00:26:52 +0000 2017
5135,5134.0,TRAIN,nan,Sun Nov 26 00:31:00 +0000 2017
5134,5134.0,TRAIN,OTHER,Sun Nov 26 00:17:05 +0000 2017
5136,5137.0,TRAIN,nan,Sun Nov 26 00:23:27 +0000 2017
5137,5137.0,TRAIN,OTHER,Sun Nov 26 00:20:34 +0000 2017
5140,5147.0,TRAIN,nan,Sun Nov 26 00:22:33 +0000 2017
5141,5147.0,TRAIN,OTHER,Sun Nov 26 00:28:42 +0000 2017
5143,5147.0,TRAIN,nan,Sun Nov 26 00:35:28 +0000 2017
5142,5147.0,TRAIN,OTHER,Sun Nov 26 00:15:42 +0000 2017
5144,5147.0,TRAIN,nan,Sun Nov 26 00:15:00 +0000 2017
5145,5147.0,TRAIN,OTHER,Sun Nov 26 00:02:48 +0000 2017
5146,5147.0,TRAIN,nan,Sat Nov 25 23:55:31 +0000 2017
5147,5147.0,TRAIN,OTHER,Sat Nov 25 23:46:19 +0000 2017
5148,5149.0,TRAIN,nan,Sun Nov 26 00:21:26 +0000 2017
5149,5149.0,TRAIN,DigitalServices,Sun Nov 26 00:13:22 +0000 2017
5154,5159.0,TRAIN,nan,Sun Nov 26 00:20:30 +0000 2017
5155,5159.0,TRAIN,OTHER,Sun Nov 26 00:27:54 +0000 2017
5157,5159.0,TRAIN,nan,Sun Nov 26 00:31:30 +0000 2017
5158,5159.0,TRAIN,OTHER,Sun Nov 26 00:38:10 +0000 2017
5156,5159.0,TRAIN,DigitalServices,Sun Nov 26 00:17:32 +0000 2017
5159,5159.0,TRAIN,OTHER,Thu Nov 23 13:45:53 +0000 2017
5283,5285.0,TRAIN,nan,Sun Nov 26 00:19:30 +0000 2017
5284,5285.0,TRAIN,OTHER,Sun Nov 26 00:31:15 +0000 2017
5286,5285.0,TRAIN,nan,Sun Nov 26 00:46:00 +0000 2017
5285,5285.0,TRAIN,OTHER,Sun Nov 26 00:03:17 +0000 2017
5287,5288.0,TRAIN,nan,Sun Nov 26 00:19:00 +0000 2017
5288,5288.0,TRAIN,OTHER,Sat Nov 25 23:45:05 +0000 2017
5289,5291.0,TRAIN,nan,Sun Nov 26 00:18:28 +0000 2017
5290,5291.0,TRAIN,OTHER,Sun Nov 26 04:55:31 +0000 2017
5291,5291.0,TRAIN,OTHER,Sun Nov 26 00:13:20 +0000 2017
5292,5296.0,TRAIN,nan,Sun Nov 26 00:18:28 +0000 2017
5293,5296.0,TRAIN,OTHER,Sun Nov 26 00:12:58 +0000 2017
5294,5296.0,TRAIN,nan,Sun Nov 26 00:09:00 +0000 2017
5296,5296.0,TRAIN,OTHER,Sun Nov 26 00:06:54 +0000 2017
5297,5298.0,TRAIN,nan,Sun Nov 26 00:18:28 +0000 2017
5298,5298.0,TRAIN,DigitalServices,Sun Nov 26 00:15:04 +0000 2017
5299,5300.0,TRAIN,nan,Sun Nov 26 00:17:00 +0000 2017
5300,5300.0,TRAIN,OTHER,Sun Nov 26 00:07:57 +0000 2017
5301,5302.0,TRAIN,nan,Sun Nov 26 00:16:31 +0000 2017
5302,5302.0,TRAIN,OTHER,Sat Nov 25 23:47:19 +0000 2017
5303,5304.0,TRAIN,nan,Sun Nov 26 00:16:00 +0000 2017
5304,5304.0,TRAIN,DigitalServices,Sat Nov 25 23:59:44 +0000 2017
5122,5125.0,TRAIN,AMBIGUOUS,Sun Nov 26 00:28:22 +0000 2017
5306,5315.0,TRAIN,nan,Sun Nov 26 00:15:31 +0000 2017
5307,5315.0,TRAIN,OTHER,Sun Nov 26 00:16:46 +0000 2017
5308,5315.0,TRAIN,OTHER,Sun Nov 26 00:13:29 +0000 2017
5309,5315.0,TRAIN,nan,Sat Nov 25 23:58:37 +0000 2017
5310,5315.0,TRAIN,OTHER,Sat Nov 25 23:50:44 +0000 2017
5311,5315.0,TRAIN,nan,Sat Nov 25 23:45:03 +0000 2017
5312,5315.0,TRAIN,AMBIGUOUS,Sat Nov 25 23:42:41 +0000 2017
5313,5315.0,TRAIN,nan,Sat Nov 25 14:53:26 +0000 2017
5315,5315.0,TRAIN,CustomerServiceEscalation,Sat Nov 25 14:48:43 +0000 2017
5316,5319.0,TRAIN,nan,Sun Nov 26 00:15:31 +0000 2017
5317,5319.0,TRAIN,OTHER,Sun Nov 26 00:07:40 +0000 2017
5318,5319.0,TRAIN,nan,Sun Nov 26 00:05:51 +0000 2017
5319,5319.0,TRAIN,OTHER,Sat Nov 25 23:54:36 +0000 2017
5320,5323.0,TRAIN,nan,Sun Nov 26 00:13:55 +0000 2017
5321,5323.0,TRAIN,DigitalServices,Sun Nov 26 00:16:34 +0000 2017
5322,5323.0,TRAIN,DigitalServices,Sun Nov 26 00:11:33 +0000 2017
5323,5323.0,TRAIN,DigitalServices,Tue Nov 14 14:58:32 +0000 2017
5326,5331.0,TRAIN,nan,Sun Nov 26 00:13:26 +0000 2017
5327,5331.0,TRAIN,OTHER,Sun Nov 26 09:54:28 +0000 2017
5329,5331.0,TRAIN,nan,Sun Nov 26 10:01:53 +0000 2017
5328,5331.0,TRAIN,DigitalServices,Sun Nov 26 00:06:14 +0000 2017
5330,5331.0,TRAIN,nan,Sat Nov 25 19:53:00 +0000 2017
5331,5331.0,TRAIN,OTHER,Sat Nov 25 19:49:27 +0000 2017
5776,5779.0,TRAIN,nan,Tue Oct 31 23:43:33 +0000 2017
5777,5779.0,TRAIN,OTHER,Tue Oct 31 23:45:29 +0000 2017
5778,5779.0,TRAIN,OTHER,Tue Oct 31 23:17:28 +0000 2017
5779,5779.0,TRAIN,OTHER,Tue Oct 31 23:15:37 +0000 2017
5780,5782.0,TRAIN,nan,Tue Oct 31 23:42:00 +0000 2017
5781,5782.0,TRAIN,OTHER,Tue Oct 31 23:56:47 +0000 2017
5782,5782.0,TRAIN,OTHER,Tue Oct 31 23:35:25 +0000 2017
5788,5789.0,TRAIN,nan,Tue Oct 31 23:41:00 +0000 2017
5789,5789.0,TRAIN,CourierFeedback,Tue Oct 31 23:38:29 +0000 2017
5790,5789.0,TRAIN,nan,Tue Oct 31 23:40:30 +0000 2017
5791,5796.0,TRAIN,nan,Tue Oct 31 23:38:00 +0000 2017
5792,5796.0,TRAIN,OTHER,Tue Oct 31 23:38:44 +0000 2017
5793,5796.0,TRAIN,OTHER,Tue Oct 31 23:32:26 +0000 2017
5795,5796.0,TRAIN,nan,Tue Oct 31 23:31:27 +0000 2017
5796,5796.0,TRAIN,DigitalServices,Tue Oct 31 23:01:14 +0000 2017
5794,5796.0,TRAIN,nan,Tue Oct 31 23:36:32 +0000 2017
5800,5801.0,TRAIN,nan,Tue Oct 31 23:33:00 +0000 2017
5801,5801.0,TRAIN,DeliveryStatus,Tue Oct 31 23:10:55 +0000 2017
5802,5803.0,TRAIN,nan,Tue Oct 31 23:32:30 +0000 2017
5803,5803.0,TRAIN,DigitalServices,Tue Oct 31 23:11:22 +0000 2017
5804,5806.0,TRAIN,nan,Tue Oct 31 23:30:27 +0000 2017
5805,5806.0,TRAIN,DigitalServices,Tue Oct 31 23:22:05 +0000 2017
5806,5806.0,TRAIN,AMBIGUOUS,Tue Oct 31 23:01:11 +0000 2017
6956,6966.0,TRAIN,nan,Sun Nov 19 04:11:34 +0000 2017
6957,6966.0,TRAIN,OTHER,Sun Nov 19 17:54:45 +0000 2017
6959,6966.0,TRAIN,nan,Sun Nov 19 18:04:41 +0000 2017
6960,6966.0,TRAIN,OTHER,Sun Nov 19 18:10:42 +0000 2017
6962,6966.0,TRAIN,nan,Sun Nov 19 18:52:00 +0000 2017
6963,6966.0,TRAIN,CustomerServiceEscalation,Sun Nov 19 20:26:07 +0000 2017
6964,6966.0,TRAIN,nan,Sun Nov 19 20:29:36 +0000 2017
6961,6966.0,TRAIN,CustomerServiceEscalation,Sun Nov 19 18:10:13 +0000 2017
6958,6966.0,TRAIN,OTHER,Sun Nov 19 04:03:20 +0000 2017
6965,6966.0,TRAIN,nan,Sun Nov 19 03:49:00 +0000 2017
6966,6966.0,TRAIN,AMBIGUOUS,Sun Nov 19 03:46:18 +0000 2017
6997,6998.0,TRAIN,nan,Wed Nov 22 11:13:00 +0000 2017
6998,6998.0,TRAIN,OTHER,Wed Nov 22 11:07:14 +0000 2017
7012,7013.0,TRAIN,nan,Wed Nov 22 11:01:00 +0000 2017
7013,7013.0,TRAIN,OTHER,Wed Nov 22 10:54:30 +0000 2017
8510,8511.0,TRAIN,nan,Tue Oct 31 23:56:29 +0000 2017
8511,8511.0,TRAIN,AMBIGUOUS,Tue Oct 31 23:52:35 +0000 2017
8512,8513.0,TRAIN,nan,Tue Oct 31 23:56:00 +0000 2017
8513,8513.0,TRAIN,AMBIGUOUS,Tue Oct 31 23:26:02 +0000 2017
8514,8516.0,TRAIN,nan,Tue Oct 31 23:55:28 +0000 2017
8515,8516.0,TRAIN,OTHER,Wed Nov 01 18:36:51 +0000 2017
8517,8516.0,TRAIN,nan,Wed Nov 01 18:39:25 +0000 2017
8516,8516.0,TRAIN,OTHER,Tue Oct 31 23:50:17 +0000 2017
8518,8519.0,TRAIN,nan,Tue Oct 31 23:54:29 +0000 2017
8519,8519.0,TRAIN,RefundsAndReturns,Tue Oct 31 23:45:51 +0000 2017
8520,8522.0,TRAIN,nan,Tue Oct 31 23:52:28 +0000 2017
8521,8522.0,TRAIN,OTHER,Tue Oct 31 23:41:18 +0000 2017
8522,8522.0,TRAIN,OTHER,Sun Oct 01 00:14:32 +0000 2017
8523,8524.0,TRAIN,nan,Tue Oct 31 23:49:32 +0000 2017
8524,8524.0,TRAIN,OTHER,Tue Oct 31 23:43:44 +0000 2017
8525,8527.0,TRAIN,nan,Tue Oct 31 23:47:06 +0000 2017
8526,8527.0,TRAIN,OTHER,Tue Oct 31 23:48:16 +0000 2017
8528,8527.0,TRAIN,nan,Wed Nov 01 00:02:51 +0000 2017
8529,8527.0,TRAIN,OTHER,Wed Nov 01 00:05:16 +0000 2017
8530,8527.0,TRAIN,nan,Wed Nov 01 00:48:00 +0000 2017
